e_angle,e_tau,s_angle,s_tau,s_emg1,s_emg2,s_emg3,s_emg4,s_emg5,s_emg6,a_emg1,a_emg2,a_emg3,a_emg4
0.20096343370946287,59.58420182975942,2.9818114795301236,110.92234355741795,0.03734915970415907,0.03900452411714182,0.010000000000000033,0.010000000000000005,0.01,0.010000000000000009,0.009984230403756367,0.0196559573284055,0.12774312995017423,0.008985506345121822
0.20096343370946287,59.08362619344731,2.9818114795301236,109.98523414738652,0.9999999999998685,0.9999999999995026,0.010000000000000142,0.010000000001016007,0.010000000000009534,1.0,0.009425207762977325,0.018867590386394604,0.1060827292694115,0.010380741117830437
0.20096343370946287,45.225125503826,2.9818114795301236,84.0488787134604,0.9999999999985149,0.9999999999994722,0.010000000000000004,0.010000000000000024,0.010000000000000026,1.0,0.0016005262227759116,0.004472782589274314,0.009401822872515255,0.006145346790693254
0.20096343370946287,16.146870388141192,2.9818114795301236,29.474146894985502,0.30561176501257464,0.3872637546148619,0.010000000000000881,0.010000000000000696,0.010000000000000408,0.9511964496384235,0.008443998418836134,0.003811450410067928,0.00791779279199684,0.006601839443316282
0.20096343370946287,-15.859950010300011,2.9818114795301236,-30.749265893954927,0.01000000000000016,0.010000000000000337,0.4428243907028375,0.378534321473346,0.4083342283268102,0.010000000000000253,0.010256255479613964,0.0016998490976413202,0.009862236068798753,0.003999829715495509
0.20096343370946287,-24.734103232182097,2.9818114795301236,-47.57186154015539,0.010000000000000236,0.010000000000000127,0.7425902655706897,0.6545263407500383,0.6921004220720844,0.010000000000000148,0.010936678330042256,0.00048249505365392673,0.013729589093836573,0.010984508326165947
0.20096343370946287,-9.503167223469001,2.9818114795301236,-19.283406977646486,0.010000000000000083,0.010000000000000031,0.3460477750545902,0.30197241583385476,0.32238466715665,0.010000000000000389,0.007989170177538673,0.0002637982271767052,0.010117101400337546,0.011525631162227013
0.20096343370946287,5.761712024393728,2.9818114795301236,8.951271470583148,0.10940749452807774,0.13614084655765352,0.010000000000000066,0.01000000000000006,0.010000000000000087,0.2359663550941863,0.003164990253608718,0.00046125993630788506,0.03617355568866911,0.01254644114445812
0.20096343370946287,7.417827650601113,2.9818114795301236,11.97985299365815,0.1403288226622048,0.1768884791396255,0.010000000000000035,0.01,0.01,0.3073727000938929,0.00022729081036674363,0.0014833230683980823,0.03918510688920526,0.007460124070650663
0.20096343370946287,1.4928778977226815,2.9818114795301236,0.9783010702936719,0.0128439624238028,0.016197950844438272,0.01000000000000002,0.010000000000000031,0.010000000000000033,0.0277780013470386,0.0012721001833398025,0.0014481735889321677,0.038829638192780264,0.007737707451572448
0.20096343370946287,-2.1921929537497293,2.9818114795301236,-5.892348835296934,0.010000000000000016,0.01,0.11394425879060321,0.0931303397748057,0.10555403611654725,0.010000000000000035,0.003540770177989445,0.0017276560114386132,0.046713788569904886,0.00972786619508631
0.20096343370946287,-1.2970330613767942,2.9818114795301236,-4.286660677054916,0.01,0.01000000000000001,0.09539312555321976,0.08023882936722827,0.08864260558986575,0.010000000000000009,0.005300061508345644,0.0006965899795946144,0.0836234872557033,0.017007951322001662
0.20096343370946287,3.081645284964122,2.9818114795301236,3.7632897601007453,0.04311274582418957,0.05405828225934308,0.010000000000000004,0.010000000000000009,0.010000000000000035,0.08881313688781078,0.007229247503376186,0.0023102442779646256,0.08916107874083777,0.015800590002463574
0.20096343370946287,5.287859280639725,2.9818114795301236,7.828210468424448,0.0890421361205059,0.11225688628455298,0.01000000000000004,0.01,0.010000000000000057,0.18486995186945024,0.008587599006561501,0.003035416794385875,0.07761663101807542,0.014790382888563311
0.20096343370946287,3.9397629331733306,2.9818114795301236,5.345593953296407,0.06304293150214926,0.07964576566854692,0.010000000000000021,0.01,0.010000000000000052,0.1303162045640842,0.0070726215520931935,0.0031231790122596497,0.03483204373525939,0.006986028534208412
0.20096343370946287,1.3594726634320113,2.9818114795301236,0.5777352874937741,0.01000000000000003,0.009999999999999995,0.01,0.01,0.01000000000000001,0.01337831141274523,0.005940981864902534,0.0032515044468217707,0.01971213302284758,0.0067476178497226265
0.20096343370946287,1.161227149077337,2.9818114795301236,0.19449064889167356,0.010000000000000002,0.01,0.01883714537851349,0.014295469295927616,0.016964669264935995,0.010000000000000009,0.005302685469752908,0.002623028321782156,0.011245488281945147,0.004960531518540346
0.20096343370946287,2.6236702441627564,2.9818114795301236,2.878669499487248,0.03276347514054715,0.04114142563161321,0.010000000000000007,0.010000000000000014,0.010000000000000021,0.06694125023514808,0.013514103185831992,0.0030079438470977174,0.013555509369531033,0.0032311683074955867
0.20096343370946287,3.9190128423919113,2.9818114795301236,5.265387063469707,0.06004136170611758,0.07568054438537966,0.01,0.01,0.010000000000000033,0.12328771648796608,0.014688622952246313,0.004325791261163427,0.043554430938977096,0.003720081831160842
0.20096343370946287,3.7193562450981292,2.9818114795301236,4.902342661867594,0.05693178655333014,0.0719833344806323,0.010000000000000092,0.01,0.01,0.11660511865935662,0.014336224664225601,0.005195831953892868,0.046571057569964124,0.004098167569225885
0.20096343370946287,2.745105130075372,2.9818114795301236,3.107417369284117,0.036654319817778266,0.045992721465008865,0.010000000000000033,0.01,0.01,0.07519908654573931,0.008756848117660187,0.0054018575584432,0.04886722019732095,0.0034410204903687503
0.20096343370946287,2.2778889334760812,2.9818114795301236,2.241776789553178,0.026050918537539894,0.0331207287380915,0.010000000000000009,0.01,0.01,0.05367449490226348,0.006191912758429297,0.004056558788601161,0.020554786939386983,0.005654246127144618
0.20096343370946287,2.722920956044693,2.9818114795301236,3.0573125457718655,0.03515105648752191,0.044613299746288214,0.010000000000000021,0.010000000000000004,0.01000000000000002,0.07215942351790974,0.0023547905139052173,0.001962081742290752,0.015309094011116381,0.006156624236881469
0.20096343370946287,3.335655088430172,2.9818114795301236,4.1859857677484795,0.04802587922260419,0.06086382558488087,0.010000000000000103,0.01,0.01,0.09870907890355064,0.004071901578067091,0.000925386520466157,0.022215964114321127,0.0058951978513459465
0.20096343370946287,3.416894577671016,2.9818114795301236,4.3381756423577285,0.05052644059582122,0.06336446498263909,0.010000000000000035,0.01,0.010000000000000052,0.1027535469443264,0.009347041151483207,0.0014189916911816025,0.027248282242494877,0.004886196117186878
0.20096343370946287,3.1215808310012907,2.9818114795301236,3.7954905090541833,0.04403050353320691,0.055879817430419136,0.01000000000000002,0.010000000000000016,0.01000000000000001,0.09073991051228618,0.010921314454499629,0.003962244189591555,0.029741904078794887,0.003797420136483069
0.20096343370946287,2.8702746913936674,2.9818114795301236,3.3318101747755033,0.039241960125306584,0.04894856623041759,0.01000000000000002,0.010000000000000018,0.010000000000000012,0.07944308222982102,0.013509313598224508,0.008298679054185455,0.05441827795891523,0.007115018373418436
0.20096343370946287,2.9051089860179014,2.9818114795301236,3.394558625175737,0.03985830920038748,0.04969514787056691,0.010000000000000021,0.01,0.01,0.08057792486696094,0.010439615409884367,0.00818071450464794,0.054309552673048406,0.008232327722056742
0.20096343370946287,3.140895657503681,2.9818114795301236,3.8285351414789672,0.04473358280545026,0.0558694599582182,0.010000000000000024,0.01,0.0100000000000001,0.09062158718831995,0.0112186452942988,0.007144888543905739,0.08457120986574908,0.008287606264985493
0.20096343370946287,3.2505082742765055,2.9818114795301236,4.031409660342823,0.04707415776202218,0.05888594283202341,0.01,0.01,0.01,0.09559000586456473,0.007571313079580572,0.0030861174107539324,0.07074418796099229,0.00675995537073308
0.20096343370946287,3.171137308216249,2.9818114795301236,3.8860874286887648,0.04497221671069896,0.05708516110304494,0.010000000000000023,0.010000000000000005,0.010000000000000012,0.09259783583446868,0.007487322819488324,0.0028602730296980856,0.06678631534325138,0.0036863502260677185
0.20096343370946287,3.04682558593814,2.9818114795301236,3.657143864039462,0.04295994797422812,0.05361344879669526,0.010000000000000044,0.010000000000000005,0.01,0.0870766186806292,0.005377884236020451,0.002789333090250475,0.027596322028458287,0.004726782831419992
