e_angle,e_tau,s_angle,s_tau,s_emg1,s_emg2,s_emg3,s_emg4,a_emg1,a_emg2,a_emg3,a_emg4
0.32421626257209607,20.591818842620704,-2.946695481119943,44.042687105320596,0.029030743123864403,0.030183335312078077,0.010000000000000007,0.01,0.005670663343423221,0.0035097546319750005,0.021447119226889695,0.004678653015736488
0.32421626257209607,19.936734581996884,-2.946695481119943,42.642145931200204,0.5071096261425333,0.6273146810378738,0.01,0.010000000000001558,0.003099350289828749,0.005081857494158918,0.020443934238050646,0.007953026789876425
0.32421626257209607,7.472419488399757,-2.946695481119943,15.968841363876077,0.14849799909320943,0.18950628366446798,0.01,0.010000000000000321,0.0032012595773602713,0.0055704345462442555,0.022860723893671036,0.026430114716461128
0.32421626257209607,-11.280862177398433,-2.946695481119943,-24.529123693345323,0.010000000000000045,0.010000000000000016,0.15752230266577336,0.26814104218719603,0.004669112343179642,0.0046917993503918015,0.02334953861525892,0.026509778254619164
0.32421626257209607,-10.208944597536751,-2.946695481119943,-22.407719210931166,0.010000000000000047,0.010000000000000021,0.15339517255433113,0.24973010593146888,0.008069075023161641,0.0026796094912989437,0.017450720694735505,0.026254260804708024
0.32421626257209607,-0.23153987157635994,-2.946695481119943,-1.1778594573976153,0.010000000000000021,0.010000000000000007,0.025479368475345453,0.040648281780415046,0.009018251169608926,0.0029336055912708115,0.011648931984663918,0.013155416627951867
0.32421626257209607,3.3956627639349035,-2.946695481119943,6.44531119056739,0.06643896538005833,0.08332282180268556,0.010000000000000057,0.01,0.009703535716460989,0.004495066678059918,0.013711005671494119,0.015487127306839859
0.32421626257209607,2.012740254178715,-2.946695481119943,3.5109651418542978,0.0355692160451112,0.044961033024717406,0.01000000000000006,0.010000000000000024,0.007257043318234676,0.004767709700705357,0.015685219680402037,0.015208711720996675
0.32421626257209607,-1.0755929451843493,-2.946695481119943,-3.02533113824634,0.010000000000000005,0.010000000000000016,0.03596671529046795,0.056673505330751474,0.007524660044995664,0.006678918539242898,0.017974149337995956,0.009766592102788588
0.32421626257209607,-1.6369555156792235,-2.946695481119943,-4.235959618835647,0.01,0.01,0.0467184000483228,0.07255767587526704,0.004094650838909151,0.005464214895373891,0.028963550959116242,0.007586139810650366
0.32421626257209607,0.2220588461539199,-2.946695481119943,-0.3654760107816831,0.01,0.010000000000000009,0.021774099198804263,0.03428135974348806,0.004868946780204421,0.005093801597473595,0.029038523726001207,0.006805630541749141
0.32421626257209607,1.850451761382317,-2.946695481119943,3.025473504373561,0.023577478799273157,0.03003413901535696,0.01000000000000001,0.01000000000000001,0.0037623929125024046,0.002630035181374892,0.026977189421533536,0.010707626679531556
